epoch,accuracy,loss,sparse_categorical_crossentropy,val_accuracy,val_loss,val_sparse_categorical_crossentropy
0,0.512499988079071,0.8605737686157227,0.6926756501197815,0.6000000238418579,0.855807900428772,0.6906343698501587
1,0.543749988079071,0.8555742502212524,0.6921709775924683,0.625,0.850651741027832,0.6898583173751831
2,0.5375000238418579,0.8508843183517456,0.6917932629585266,0.6000000238418579,0.8459845781326294,0.6894001960754395
3,0.5625,0.8464349508285522,0.6914781928062439,0.6000000238418579,0.8414856195449829,0.6889238357543945
4,0.581250011920929,0.8421599268913269,0.6911532282829285,0.574999988079071,0.8371032476425171,0.6883900165557861
5,0.5687500238418579,0.8380544781684875,0.6908248662948608,0.574999988079071,0.832464873790741,0.6874129176139832
6,0.5687500238418579,0.8339802622795105,0.6903308629989624,0.574999988079071,0.8277482986450195,0.6861618757247925
7,0.5874999761581421,0.8299198150634766,0.6896580457687378,0.625,0.8232417106628418,0.6849246025085449
8,0.606249988079071,0.8259168863296509,0.6888478994369507,0.625,0.8189767003059387,0.683740496635437
9,0.612500011920929,0.8218446969985962,0.6877769827842712,0.6499999761581421,0.8146562576293945,0.6822990775108337
10,0.643750011920929,0.817790150642395,0.6865226626396179,0.6499999761581421,0.8101851344108582,0.6805099248886108
11,0.6499999761581421,0.8136922717094421,0.6850332021713257,0.699999988079071,0.8062760233879089,0.6791041493415833
12,0.65625,0.809598445892334,0.6833722591400146,0.7250000238418579,0.8024864196777344,0.6776448488235474
13,0.668749988079071,0.8055979013442993,0.6816397309303284,0.7250000238418579,0.7986768484115601,0.6760128736495972
14,0.675000011920929,0.8015353083610535,0.6796898245811462,0.699999988079071,0.7948779463768005,0.6742260456085205
15,0.6812499761581421,0.7974027395248413,0.6774882674217224,0.699999988079071,0.7906230092048645,0.6717779040336609
16,0.6812499761581421,0.7930475473403931,0.6748703122138977,0.7250000238418579,0.7862246036529541,0.6690189242362976
17,0.706250011920929,0.7884894609451294,0.6718865633010864,0.7250000238418579,0.781586766242981,0.6658564805984497
18,0.71875,0.7836315631866455,0.6684368252754211,0.75,0.7765496373176575,0.6621270775794983
19,0.737500011920929,0.7784785628318787,0.6645256280899048,0.75,0.7710302472114563,0.6577486991882324
20,0.7437499761581421,0.7729558348655701,0.6600759029388428,0.75,0.7649953961372375,0.6526873111724854
21,0.75,0.7671149373054504,0.6551372408866882,0.7749999761581421,0.7582896947860718,0.6467745304107666
22,0.7562500238418579,0.7607277631759644,0.6494693756103516,0.7749999761581421,0.7508573532104492,0.6399555206298828
23,0.7562500238418579,0.7537527084350586,0.643039345741272,0.7749999761581421,0.7429014444351196,0.6324379444122314
24,0.7562500238418579,0.7460006475448608,0.6356506943702698,0.7749999761581421,0.7345218658447266,0.624315619468689
25,0.7875000238418579,0.7375528216362,0.627397894859314,0.7749999761581421,0.7258496880531311,0.6157500147819519
26,0.793749988079071,0.7283952236175537,0.6182896494865417,0.7749999761581421,0.7164857983589172,0.6063505411148071
27,0.8062499761581421,0.718625545501709,0.6084287166595459,0.7749999761581421,0.7070785164833069,0.5967642068862915
28,0.8062499761581421,0.7083702683448792,0.5979386568069458,0.75,0.6978086233139038,0.5871840119361877
29,0.8125,0.6975389719009399,0.5867538452148438,0.75,0.6879116892814636,0.5768705606460571
30,0.8125,0.6869093775749207,0.5756692886352539,0.75,0.676842212677002,0.5652868151664734
31,0.8187500238418579,0.6761108636856079,0.5643212795257568,0.800000011920929,0.6652965545654297,0.553141713142395
32,0.824999988079071,0.6646922826766968,0.552276611328125,0.8500000238418579,0.6534894108772278,0.540675938129425
33,0.824999988079071,0.653030514717102,0.5399404764175415,0.8999999761581421,0.6425032019615173,0.5289963483810425
34,0.8374999761581421,0.6413262486457825,0.527529776096344,0.875,0.6308965086936951,0.5166546106338501
35,0.8374999761581421,0.6292263865470886,0.5146699547767639,0.875,0.6175671219825745,0.5025327205657959
36,0.84375,0.6173558235168457,0.5019953846931458,0.8999999761581421,0.6039316654205322,0.48808589577674866
37,0.84375,0.6058730483055115,0.48970046639442444,0.925000011920929,0.5959490537643433,0.47927284240722656
38,0.84375,0.5947977304458618,0.477783739566803,0.925000011920929,0.5846875309944153,0.4671545624732971
39,0.8500000238418579,0.5836336016654968,0.4657585620880127,0.8999999761581421,0.5712096691131592,0.4528293013572693
40,0.8500000238418579,0.5734609961509705,0.45475444197654724,0.925000011920929,0.5623565912246704,0.4431544840335846
41,0.8500000238418579,0.5638866424560547,0.44436773657798767,0.925000011920929,0.5546942353248596,0.4347130358219147
42,0.8500000238418579,0.5550300478935242,0.43476805090904236,0.925000011920929,0.5454546213150024,0.42477768659591675
43,0.856249988079071,0.5461349487304688,0.42519888281822205,0.925000011920929,0.5342326164245605,0.4129160940647125
44,0.856249988079071,0.537854015827179,0.41631776094436646,0.925000011920929,0.5286272764205933,0.4067847728729248
45,0.862500011920929,0.5302300453186035,0.4081946313381195,0.925000011920929,0.5213876962661743,0.39905792474746704
46,0.862500011920929,0.5227491855621338,0.400258868932724,0.925000011920929,0.5148820281028748,0.3921680450439453
47,0.862500011920929,0.5165054798126221,0.39366090297698975,0.925000011920929,0.5075505375862122,0.384512722492218
48,0.862500011920929,0.510831892490387,0.3876853883266449,0.925000011920929,0.5023993849754333,0.37909770011901855
49,0.862500011920929,0.5055185556411743,0.3821333348751068,0.925000011920929,0.49636000394821167,0.3728598952293396
50,0.862500011920929,0.500848114490509,0.37730398774147034,0.925000011920929,0.49495822191238403,0.37136420607566833
