epoch,accuracy,loss,sparse_categorical_crossentropy,val_accuracy,val_loss,val_sparse_categorical_crossentropy
0,0.5458333492279053,10.92004108428955,1.9013439416885376,0.5333333611488342,9.60173511505127,0.8663368821144104
1,0.6666666865348816,9.417588233947754,0.8495386242866516,0.5833333134651184,9.125370025634766,0.7872714400291443
2,0.7833333611488342,8.735268592834473,0.5454599261283875,0.5833333134651184,8.8153076171875,0.8339037299156189
3,0.8458333611488342,8.23149585723877,0.38820552825927734,0.6499999761581421,8.497518539428711,0.8496981263160706
4,0.9458333253860474,7.80226993560791,0.2840811014175415,0.6833333373069763,8.247122764587402,0.9127694368362427
5,0.9624999761581421,7.449872016906738,0.23681330680847168,0.7166666388511658,7.976532936096191,0.9346731305122375
6,0.9708333611488342,7.113420009613037,0.1842130571603775,0.699999988079071,7.780111312866211,1.0098204612731934
7,0.9791666865348816,6.802305698394775,0.1365121454000473,0.6833333373069763,7.628130912780762,1.1100908517837524
8,0.9916666746139526,6.521624565124512,0.10086655616760254,0.7166666388511658,7.474352836608887,1.1911849975585938
9,0.9958333373069763,6.266594409942627,0.07394623011350632,0.699999988079071,7.401048183441162,1.3365730047225952
10,0.9958333373069763,6.0310163497924805,0.05106930807232857,0.699999988079071,7.352441310882568,1.492407202720642
11,1.0,5.814995288848877,0.03420126810669899,0.699999988079071,7.324826717376709,1.6565682888031006
12,1.0,5.617254257202148,0.0235691387206316,0.7166666388511658,7.2830810546875,1.7954447269439697
13,1.0,5.434638977050781,0.017402682453393936,0.7166666388511658,7.2075653076171875,1.8904767036437988
14,1.0,5.264819145202637,0.014217358082532883,0.7333333492279053,7.111237525939941,1.9552006721496582
15,1.0,5.105799198150635,0.012530218809843063,0.7166666388511658,6.990879535675049,1.9868634939193726
16,1.0,4.956574440002441,0.011770042590796947,0.7333333492279053,6.865839958190918,2.005235433578491
17,1.0,4.816143989562988,0.011407818645238876,0.7166666388511658,6.738142013549805,2.0128631591796875
18,1.0,4.683630466461182,0.011105607263743877,0.7333333492279053,6.6214985847473145,2.024054765701294
19,1.0,4.558340072631836,0.010806133970618248,0.7333333492279053,6.508805751800537,2.032348394393921
20,1.0,4.439608097076416,0.010454660281538963,0.7166666388511658,6.410574436187744,2.0488502979278564
21,1.0,4.32685661315918,0.01007760502398014,0.7166666388511658,6.314422607421875,2.061755418777466
22,1.0,4.2195868492126465,0.009706678800284863,0.7166666388511658,6.221467971801758,2.0726757049560547
23,0.9958333373069763,4.132806777954102,0.02467997558414936,0.7333333492279053,6.053856372833252,2.0024020671844482
24,0.949999988079071,4.928860187530518,0.9109919667243958,0.699999988079071,6.541877746582031,2.5672147274017334
25,0.862500011920929,5.157608509063721,1.2062886953353882,0.75,5.048512935638428,1.1237008571624756
26,0.925000011920929,4.34426212310791,0.4310667812824249,0.7666666507720947,5.071420669555664,1.173120379447937
27,0.9291666746139526,5.314697265625,1.4269815683364868,0.699999988079071,6.335411548614502,2.4614949226379395
28,0.8916666507720947,5.466379642486572,1.6000741720199585,0.7166666388511658,5.520391464233398,1.6640297174453735
29,0.949999988079071,4.0257110595703125,0.17754898965358734,0.7166666388511658,5.233107566833496,1.3995320796966553
30,0.9541666507720947,3.9680092334747314,0.14711403846740723,0.75,5.1890869140625,1.3878896236419678
31,0.9916666746139526,3.8623247146606445,0.07632602006196976,0.7666666507720947,5.261166572570801,1.4982185363769531
32,0.9958333373069763,3.800483226776123,0.05442850664258003,0.75,5.355170726776123,1.6341214179992676
33,0.9958333373069763,3.742476463317871,0.0389472097158432,0.7166666388511658,5.453211307525635,1.7752140760421753
34,0.9958333373069763,3.686580181121826,0.026245491579174995,0.7166666388511658,5.558345317840576,1.9237152338027954
35,0.9958333373069763,3.6354894638061523,0.018662026152014732,0.7166666388511658,5.645367622375488,2.05446720123291
36,1.0,3.5871195793151855,0.014064622111618519,0.7166666388511658,5.702294826507568,2.1551711559295654
37,1.0,3.540940284729004,0.011611191555857658,0.7166666388511658,5.72244119644165,2.21887469291687
38,1.0,3.4965531826019287,0.010570759885013103,0.7166666388511658,5.719658374786377,2.2590653896331787
39,1.0,3.453397035598755,0.010068532079458237,0.699999988079071,5.705761909484863,2.2873244285583496
40,1.0,3.411344289779663,0.009795746766030788,0.699999988079071,5.6888346672058105,2.3116214275360107
41,1.0,3.370307683944702,0.009588044136762619,0.699999988079071,5.6735405921936035,2.3365890979766846
42,1.0,3.3302106857299805,0.009370419196784496,0.699999988079071,5.661632061004639,2.3640172481536865
43,1.0,3.29099440574646,0.009134460240602493,0.699999988079071,5.652561664581299,2.3934199810028076
44,1.0,3.2526047229766846,0.008883587084710598,0.699999988079071,5.6438422203063965,2.422367811203003
45,1.0,3.21500563621521,0.008636069484055042,0.699999988079071,5.6363654136657715,2.4517953395843506
46,1.0,3.1781551837921143,0.008394491858780384,0.6833333373069763,5.62858772277832,2.4802048206329346
47,1.0,3.142025947570801,0.00817028433084488,0.6833333373069763,5.620790004730225,2.507906913757324
48,1.0,3.106595277786255,0.00796426273882389,0.6833333373069763,5.612557411193848,2.5345070362091064
49,1.0,3.0718395709991455,0.0077766235917806625,0.6833333373069763,5.603790283203125,2.559929847717285
50,1.0,3.037738084793091,0.0076091717928647995,0.6833333373069763,5.59453010559082,2.5842385292053223
51,1.0,3.0042734146118164,0.007461922243237495,0.6833333373069763,5.583322048187256,2.605988025665283
52,1.0,2.971418619155884,0.007322670426219702,0.6833333373069763,5.569432735443115,2.6244680881500244
53,1.0,2.9391560554504395,0.00719778798520565,0.6833333373069763,5.5527801513671875,2.6396217346191406
54,1.0,2.9074506759643555,0.007074030581861734,0.6833333373069763,5.534337997436523,2.6524407863616943
55,1.0,2.876290798187256,0.006958154030144215,0.6833333373069763,5.515218257904053,2.664053440093994
56,1.0,2.8456597328186035,0.006848541088402271,0.6833333373069763,5.494929790496826,2.6739861965179443
57,1.0,2.815532922744751,0.006746381055563688,0.6833333373069763,5.472470283508301,2.681267261505127
58,1.0,2.7859089374542236,0.0066659050062298775,0.6833333373069763,5.45017147064209,2.688227653503418
59,1.0,2.7567687034606934,0.006592987570911646,0.6833333373069763,5.42672872543335,2.693577527999878
60,1.0,2.7280960083007812,0.0065254224464297295,0.6833333373069763,5.403141498565674,2.698326587677002
61,1.0,2.6998796463012695,0.006463468074798584,0.6833333373069763,5.380234718322754,2.70331072807312
62,1.0,2.6721060276031494,0.006401049438863993,0.6833333373069763,5.357232570648193,2.7077648639678955
63,1.0,2.6447548866271973,0.006334598176181316,0.6833333373069763,5.3319315910339355,2.7095041275024414
64,1.0,2.617832660675049,0.0062897237949073315,0.6833333373069763,5.306285381317139,2.7104923725128174
65,1.0,2.5913214683532715,0.006241838447749615,0.6833333373069763,5.279196262359619,2.7096240520477295
66,1.0,2.5651917457580566,0.006175538059324026,0.6833333373069763,5.251162528991699,2.7074294090270996
67,1.0,2.5394625663757324,0.006128649692982435,0.6833333373069763,5.224057674407959,2.705779552459717
68,1.0,2.5141093730926514,0.006079728715121746,0.6833333373069763,5.19642448425293,2.7032315731048584
69,1.0,2.4891295433044434,0.006033764686435461,0.6833333373069763,5.169091701507568,2.7006185054779053
70,1.0,2.464492082595825,0.005975548643618822,0.6833333373069763,5.1434454917907715,2.6993484497070312
71,1.0,2.440209150314331,0.005923677701503038,0.6833333373069763,5.118902683258057,2.6988251209259033
72,1.0,2.416254758834839,0.005849133711308241,0.6833333373069763,5.094206809997559,2.6978180408477783
73,1.0,2.3926315307617188,0.005788894835859537,0.6833333373069763,5.0692596435546875,2.696242570877075
74,1.0,2.36934232711792,0.005732330959290266,0.6833333373069763,5.043418884277344,2.693441867828369
75,1.0,2.3463563919067383,0.005669364705681801,0.6833333373069763,5.01683235168457,2.6896092891693115
76,1.0,2.3237035274505615,0.005644917953759432,0.6833333373069763,4.989889621734619,2.6851041316986084
77,1.0,2.3013551235198975,0.005601672921329737,0.6833333373069763,4.962817192077637,2.6801605224609375
78,1.0,2.279306173324585,0.00557066360488534,0.6833333373069763,4.936341285705566,2.6755263805389404
79,1.0,2.257551431655884,0.005524861626327038,0.6833333373069763,4.909064292907715,2.669781446456909
80,1.0,2.2360737323760986,0.005473257042467594,0.6833333373069763,4.8816728591918945,2.6636531352996826
81,1.0,2.214898109436035,0.005438532214611769,0.6833333373069763,4.8549346923828125,2.6578903198242188
82,1.0,2.193958282470703,0.00537891173735261,0.6833333373069763,4.827579975128174,2.6512677669525146
83,1.0,2.173356771469116,0.005382639821618795,0.6833333373069763,4.800324440002441,2.6444289684295654
84,1.0,2.1529452800750732,0.005279343109577894,0.6833333373069763,4.772177696228027,2.636460304260254
85,1.0,2.132866144180298,0.005295091774314642,0.6833333373069763,4.745312690734863,2.6295366287231445
86,1.0,2.112957715988159,0.005211441777646542,0.6833333373069763,4.718421459197998,2.6223270893096924
87,1.0,2.0934689044952393,0.005290059372782707,0.6833333373069763,4.692051410675049,2.6153321266174316
88,1.0,2.0739693641662598,0.005070929415524006,0.699999988079071,4.664618968963623,2.607090711593628
89,1.0,2.0549187660217285,0.005129477009177208,0.6833333373069763,4.639001369476318,2.6004104614257812
90,1.0,2.0359480381011963,0.004996283911168575,0.699999988079071,4.611722946166992,2.5918705463409424
91,1.0,2.0172791481018066,0.00499151973053813,0.699999988079071,4.585391044616699,2.584059715270996
92,1.0,1.9988324642181396,0.004957572091370821,0.699999988079071,4.5587477684021,2.5756845474243164
